Duration,Start station number,End station number,Bike number,Member type
633,31101,31107,W00867,Member
659,31209,31108,W00439,Member
410,31011,31010,W00819,Member
294,31602,31400,W00555,Casual
462,31103,31203,W00711,Member
489,31010,31000,W00195,Member
444,31105,31202,W00577,Member
200,31212,31200,W01071,Member
928,31111,31205,W00031,Member
603,31101,31207,W01057,Member
604,31101,31207,W00843,Member
896,31106,31103,W00318,Member
253,31007,31011,W00760,Casual
989,31600,31104,W00948,Casual
593,31604,31203,W00310,Member
3356,31100,31201,W01067,Casual
803,31400,31104,W00743,Member
605,31107,31106,W00928,Casual
614,31104,31212,W00543,Member
438,31103,31111,W00032,Member
541,31104,31101,W00729,Member
276,31013,31004,W01054,Casual
349,31101,31104,W00376,Member
720,31104,31400,W00743,Member
2814,31013,31200,W00776,Casual
305,31107,31104,W00930,Member
476,31104,31107,W00194,Member
600,31201,31600,W00811,Member
2358,31009,31009,W00958,Member
572,31200,31204,W00566,Member
622,31107,31110,W00918,Member
167,31011,31007,W00707,Casual
252,31401,31602,W01113,Casual
545,31103,31203,W00318,Member
610,31103,31212,W00886,Member
282,31400,31602,W00555,Member
1101,31111,31204,W00637,Member
642,31007,31009,W00881,Member
535,31401,31101,W00960,Member
1060,31603,31208,W00910,Member
2280,31108,31208,W00755,Casual
341,31602,31101,W00562,Member
1604,31606,31213,w00583,Member
36484,31104,31104,W00376,Casual
422,31007,31000,W00840,Member
539,31105,31200,W00605,Member
384,31207,31101,W00559,Member
664,31101,31212,W01012,Casual
1240,31106,31602,W00428,Member
720,31600,31205,W00437,Member
678,31400,31600,W00347,Member
785,31606,31108,W00274,Member
3869,31107,31003,W00194,Member
385,31101,31200,W00960,Casual
987,31105,31204,W00288,Member
317,31203,31213,W00711,Member
577,31202,31100,W00526,Member
459,31203,31101,W00318,Member
945,31400,31200,W00743,Casual
421,31104,31101,W00948,Member
810,31103,31213,W00508,Casual
1232,31201,31110,W01050,Member
1008,31105,31204,W00220,Casual
683,31201,31205,W00614,Member
24343,31111,31212,W00472,Member
1349,31600,31600,W00885,Casual
623,31203,31604,W01069,Member
940,31607,31108,W00549,Member
584,31101,31212,W00948,Member
315,31200,31100,W00742,Member
1459,31101,31502,W00729,Member
854,31204,31600,W00048,Member
884,31600,31200,W00811,Casual
429,31110,31203,W00557,Member
207,31200,31212,W00570,Member
1609,31103,31605,W00773,Casual
691,31105,31203,W00340,Member
253,31104,31110,W00930,Member
26866,31200,31101,W00491,Casual
190,31111,31101,W00977,Member
558,31106,31101,W00556,Member
622,31106,31101,W00928,Member
490,31200,31205,W00285,Member
408,31201,31200,W00988,Member
391,31109,31203,W01074,Casual
254,31101,31110,W00512,Member
717,31400,31201,W00640,Member
1302,31109,31108,W00641,Member
838,31202,31205,W00577,Casual
684,31109,31604,W00482,Member
317,31201,31213,W01099,Member
18491,31602,31206,W00159,Casual
18479,31602,31206,W00775,Casual
690,31203,31600,W00221,Member
436,31205,31213,W00285,Member
172,31212,31205,W01081,Casual
1871,31110,31604,W01050,Casual
2012,31110,31604,W00930,Casual
434,31203,31200,W00277,Member
564,31103,31200,W00435,Member
6026,31205,31006,W01008,Casual
489,31101,31104,W00736,Member
798,31213,31213,W01099,Member
242,31103,31104,W00990,Member
800,31111,31212,W00850,Member
685,31101,31603,W00562,Member
2377,31200,31206,W01070,Casual
352,31200,31205,W00605,Member
2248,31200,31206,W00277,Casual
2184,31200,31206,W01084,Casual
232,31104,31103,W00990,Member
330,31208,31208,W00872,Member
757,31104,31105,W00960,Member
912,31104,31111,W00993,Casual
487,31212,31203,W00886,Member
424,31007,31010,W00707,Member
442,31213,31100,W00508,Member
1437,31212,31600,W00570,Casual
21714,31212,31212,W00543,Casual
21679,31212,31212,W00850,Casual
455,31204,31100,W00905,Casual
3320,31202,31110,W00913,Member
20472,31212,31212,W00858,Casual
542,31010,31007,W01121,Member
1044,31600,31600,W00048,Member
682,31205,31201,W00577,Casual
111,31000,31002,W00799,Member
405,31205,31200,W00605,Member
412,31105,31207,W00953,Casual
848,31002,31000,W00799,Member
3087,31002,31011,W00278,Casual
187,31602,31401,W00555,Member
162,31101,31101,W00928,Member
2545,31002,31011,W00735,Casual
556,31602,31201,W00856,Member
795,31200,31105,W00811,Member
213,31100,31204,W00508,Member
455,31205,31213,W00614,Member
430,31213,31205,w00583,Casual
1048,31207,31200,W00211,Member
441,31200,31203,W00829,Member
618,31212,31201,W01012,Casual
740,31107,31106,W00867,Casual
1190,31006,31205,W01035,Casual
2788,31012,31012,W01066,Casual
294,31200,31110,W00869,Member
2504,31012,31012,W00817,Casual
434,31203,31200,W00310,Member
711,31105,31500,W00811,Member
1561,31108,31109,W00641,Member
358,31104,31101,W00736,Member
391,31101,31602,W01110,Member
5561,31209,31209,W00987,Casual
951,31011,31003,W00794,Casual
787,31603,31111,W00562,Member
772,31011,31003,W01041,Casual
757,31011,31003,W00861,Casual
246,31205,31212,W00031,Casual
676,31011,31003,W00278,Casual
342,31111,31202,W00155,Member
13152,31213,31213,W01099,Casual
439,31204,31213,W00508,Member
2532,31202,31604,W00155,Casual
1178,31105,31500,W00965,Member
4556,31011,31002,W00978,Casual
799,31101,31205,W00518,Member
4971,31213,31213,W00508,Casual
2412,31200,31200,W00211,Casual
446,31205,31213,w00583,Casual
1714,31600,31212,W00767,Casual
611,31212,31111,W00031,Member
445,31200,31204,W00605,Member
1675,31108,31101,W00274,Member
251,31010,31012,W00707,Casual
1283,31604,31111,W00482,Casual
1547,31205,31213,W00236,Member
1282,31604,31111,W00930,Casual
274,31107,31107,W00642,Member
337,31003,31001,W01006,Casual
206,31110,31200,W00796,Member
3168,31204,31204,W00637,Casual
3767,31000,31000,W01093,Casual
499,31111,31203,W00993,Member
3511,31006,31006,W00554,Casual
674,31205,31200,W00437,Casual
298,31101,31105,W00274,Member
584,31213,31205,W00236,Member
353,31203,31111,W00993,Member
1462,31207,31205,W00747,Member
375,31213,31203,W00711,Member
842,31110,31202,W01101,Member
2185,31200,31200,W00796,Casual
2176,31200,31200,W00211,Casual
2945,31001,31003,W01051,Casual
1321,31200,31200,W00310,Casual
317,31202,31111,W00891,Member
2797,31200,31200,W00476,Casual
1151,31007,31012,W00240,Casual
1220,31600,31204,W00048,Member
423,31200,31205,W00435,Member
3584,31109,31200,W00567,Casual
1183,31502,31101,W00938,Member
405,31109,31109,W00641,Member
1092,31205,31104,W00518,Member
1998,31206,31607,W01070,Casual
919,31204,31105,W00288,Member
551,31105,31201,W00206,Member
572,31203,31110,W01074,Member
487,31212,31203,W00767,Member
96,31206,31206,W00830,Member
1288,31206,31105,W00277,Member
1111,31603,31502,W00973,Casual
808,31104,31205,W00918,Member
234,31200,31200,W00796,Member
381,31200,31101,W00310,Member
647,31212,31101,W01007,Member
1254,31100,31201,W00905,Member
805,31107,31203,W00639,Member
441,31100,31203,W00833,Member
579,31200,31104,W00437,Member
1060,31206,31200,W00322,Casual
1061,31206,31200,W00775,Casual
643,31604,31203,W00155,Member
1000,31206,31200,W00519,Casual
413,31108,31208,W00224,Member
509,31200,31201,W00796,Member
185,31007,31011,W01024,Casual
527,31009,31004,W00760,Member
228,31202,31101,W00427,Member
155,31101,31202,W00310,Member
1166,31204,31202,W00566,Member
700,31104,31101,W01071,Casual
693,31100,31110,W00968,Member
973,31602,31106,W00428,Member
525,31104,31105,W00437,Casual
47023,31003,31003,W01051,Casual
1324,31604,31108,W01069,Member
494,31101,31106,W00977,Member
661,31200,31101,W00567,Member
652,31602,31201,W00085,Member
820,31203,31105,W00340,Member
1446,31101,31206,W00938,Member
419,31605,31607,W00955,Member
795,31200,31600,W00775,Casual
1469,31205,31006,W00918,Member
535,31009,31007,W00996,Member
349,31103,31106,W00990,Member
366,31213,31203,W00614,Member
901,31111,31104,W00032,Casual
705,31212,31201,W00848,Member
1460,31206,31108,W00830,Casual
576,31101,31200,W00736,Member
1082,31107,31200,W00642,Casual
1563,31605,31500,W00828,Casual
1116,31207,31212,W00786,Member
189,31201,31203,W00206,Member
7257,31208,31208,W01077,Casual
594,31201,31111,W01001,Member
14508,31201,31101,W00289,Casual
590,31203,31203,W00886,Member
560,31203,31203,W00903,Member
276,31106,31104,W00805,Member
2309,31007,31007,W00996,Casual
927,31212,31103,W00948,Member
1594,31105,31604,W00846,Member
220,31204,31100,W00605,Member
6426,31209,31209,W00627,Member
309,31601,31601,W00812,Casual
528,31203,31200,W00639,Member
467,31205,31200,W00435,Member
412,31213,31200,W00492,Member
752,31101,31401,W00318,Member
908,31101,31206,W00491,Member
8072,31205,31205,W01035,Casual
870,31110,31205,W00869,Member
843,31110,31205,W00913,Member
688,31203,31604,W00557,Member
2575,31104,31605,W00032,Member
396,31110,31104,W00968,Member
686,31209,31108,W00636,Member
990,31204,31600,W00523,Member
714,31205,31201,W00784,Member
726,31100,31203,W00605,Member
1972,31209,31200,W01055,Member
537,31105,31200,W00288,Member
551,31105,31201,W00277,Casual
326,31111,31202,W00891,Member
525,31105,31201,W00437,Casual
804,31605,31208,W00773,Casual
823,31600,31204,W00523,Member
329,31201,31212,W00353,Member
736,31600,31203,W00775,Casual
794,31200,31205,W00642,Member
364,31105,31104,W00340,Casual
463,31101,31200,W01007,Member
7901,31209,31209,W00049,Casual
182,31013,31007,W01080,Member
362,31104,31105,W00518,Member
144,31105,31602,W00274,Member
1292,31201,31602,W00437,Member
254,31105,31101,W00960,Member
731,31103,31200,W00642,Member
1421,31605,31100,W00838,Member
11263,31101,31203,W00928,Casual
632,31602,31201,W00274,Member
554,31101,31104,W00943,Casual
4439,31604,31604,W00976,Casual
1273,31212,31400,W00191,Member
384,31201,31111,W00848,Member
1446,31208,31208,W00224,Casual
580,31205,31205,W00642,Casual
646,31200,31600,W00211,Member
242,31203,31203,W00614,Member
1715,31205,31108,W00642,Casual
463,31012,31013,W00332,Member
870,31109,31104,W00641,Member
870,31202,31401,W00310,Member
1011,31208,31108,W00224,Casual
654,31602,31202,W01110,Casual
103,31203,31201,W00767,Member
1757,31600,31202,W00570,Member
419,31202,31101,W00185,Member
382,31202,31101,W00566,Member
1193,31212,31101,W00543,Member
4561,31108,31605,W00224,Casual
467,31101,31109,W00734,Member
228,31200,31212,W00639,Member
1480,31108,31101,W00830,Member
435,31200,31203,W00476,Member
1949,31201,31600,W00796,Member
387,31101,31203,W00556,Member
371,31101,31203,W00559,Member
165,31104,31106,W00968,Member
106,31201,31203,W00640,Member
790,31105,31104,W00789,Member
1842,31400,31207,W00191,Member
764,31604,31202,W00557,Member
1776,31001,31002,W01026,Member
6488,31200,31200,W00288,Casual
734,31212,31200,W00639,Member
367,31202,31109,W01110,Member
843,31205,31600,W00236,Member
547,31104,31202,W00805,Member
166,31202,31202,W00945,Member
245,31602,31400,W01113,Member
1534,31100,31605,W00838,Member
872,31401,31602,W00986,Casual
392,31105,31107,W00518,Member
428,31111,31201,W00031,Member
428,31111,31201,W00482,Member
435,31401,31602,W00119,Casual
764,31110,31202,W01074,Member
772,31110,31202,W00290,Member
3204,31100,31200,W00742,Casual
3085,31100,31200,W00772,Casual
534,31006,31005,W00554,Casual
1497,31006,31006,W00855,Casual
480,31202,31214,W00891,Member
1495,31006,31006,W01039,Casual
324,31111,31202,W00930,Member
203,31006,31005,W00918,Casual
351,31006,31006,W00961,Casual
1179,31006,31006,W00822,Casual
1178,31006,31006,W00927,Casual
1157,31006,31006,W01008,Casual
1133,31201,31600,W00471,Casual
845,31008,31010,W00156,Member
645,31101,31207,W00427,Member
703,31101,31200,W00543,Casual
782,31200,31103,W00642,Member
815,31010,31006,W00156,Member
343,31101,31105,W00830,Casual
318,31101,31105,W00960,Casual
482,31203,31111,W00155,Member
694,31111,31107,W01001,Member
508,31101,31207,W00289,Member
860,31201,31105,W00274,Member
351,31006,31008,W01014,Member
427,31106,31103,W00990,Member
228,31203,31101,W00928,Member
60,31200,31200,W00543,Member
318,31605,31605,W00242,Member
5281,31204,31204,W00637,Casual
157,31205,31205,W00814,Member
187,31203,31202,W00605,Member
169,31203,31202,W00614,Member
4963,31204,31204,W00048,Casual
4602,31204,31204,W00569,Casual
726,31111,31200,W00993,Member
249,31204,31205,W00931,Member
348,31103,31107,W00990,Member
1309,31605,31109,W01027,Member
577,31600,31203,W00796,Member
3451,31205,31205,W01035,Casual
3317,31205,31205,W00869,Casual
144,31007,31013,W01080,Member
519,31104,31200,W00641,Casual
267,31202,31203,W00290,Member
590,31605,31108,W00768,Casual
8636,31212,31212,W00472,Casual
8552,31212,31212,W00850,Casual
8325,31212,31212,W00353,Casual
8339,31212,31212,W00786,Casual
575,31200,31204,W01055,Member
320,31106,31104,W00867,Member
304,31203,31213,W00796,Member
715,31203,31104,W00711,Member
1572,31111,31108,W00562,Member
1842,31601,31605,W00268,Member
1776,31601,31605,W01065,Member
528,31401,31101,W00310,Member
991,31605,31604,W00268,Member
713,31605,31601,W01065,Member
978,31607,31108,W00383,Member
1279,31400,31205,W01113,Member
355,31103,31101,W00383,Member
905,31105,31204,W00274,Member
500,31105,31200,W00830,Member
2460,31103,31206,W00948,Member
468,31111,31200,W00155,Member
1157,31600,31204,W00211,Member
624,31203,31604,W00556,Member
745,31107,31111,W00518,Member
530,31106,31101,W00512,Member
108,31202,31203,W00605,Member
769,31201,31110,W00482,Member
396,31207,31101,W00191,Member
669,31101,31212,W01071,Member
765,31105,31203,W00960,Member
577,31604,31213,W00268,Member
543,31110,31203,W00524,Member
1043,31605,31100,W00838,Member
755,31101,31213,W00566,Member
341,31207,31111,W00289,Member
632,31110,31205,W00971,Member
862,31111,31212,W01029,Member
1135,31101,31212,W00804,Member
4358,31107,31007,W01001,Member
341,31201,31213,W00911,Member
243,31801,31802,W01036,Member
902,31204,31105,W00274,Member
1272,31108,31212,W01069,Member
1307,31107,31107,W01059,Member
276,31205,31204,W00405,Member
124,31000,31002,W00195,Member
138,31204,31206,W00211,Casual
791,31105,31204,W00274,Member
72,31002,31000,W00195,Member
658,31004,31003,W01054,Casual
294,31200,31213,W00492,Member
1183,31003,31010,W01054,Casual
22345,31602,31602,W00437,Member
1029,31503,31101,W00181,Member
297,31009,31007,W00999,Casual
606,31200,31201,W00435,Member
704,31203,31600,W00524,Member
1268,31007,31212,W01097,Member
2666,31214,31214,W00891,Casual
419,31010,31000,W00862,Casual
840,31101,31600,W00567,Member
975,31010,31004,W00354,Casual
1239,31207,31205,W00843,Member
695,31101,31200,W00860,Member
673,31001,31012,W00758,Casual
1379,31201,31201,W00435,Member
32491,31201,31104,W00856,Member
1008,31201,31201,W00277,Member
2679,31100,31100,W00795,Member
2375,31003,31003,W01034,Member
1307,31002,31002,W00538,Casual
451,31212,31201,W01097,Member
581,31101,31200,W01030,Member
356,31101,31203,W00185,Member
1231,31104,31200,W00789,Member
894,31104,31205,W00743,Member
478,31201,31600,W00277,Member
574,31108,31605,W00383,Member
828,31213,31213,W01099,Member
463,31203,31213,W00185,Member
1047,31204,31604,W01055,Member
318,31206,31100,W00491,Casual
173,31002,31011,W00799,Casual
590,31106,31200,W00428,Member
3672,31200,31200,W00789,Casual
1712,31212,31007,W00858,Member
3495,31200,31200,W00288,Casual
3396,31200,31200,W00736,Casual
2711,31500,31106,W00811,Casual
664,31203,31104,W00960,Member
491,31605,31108,W00383,Member
325,31009,31003,W00764,Casual
2144,31208,31208,W01077,Casual
11490,31201,31203,W01067,Casual
11350,31201,31203,W00767,Casual
782,31201,31204,W00784,Casual
1427,31214,31600,W00383,Member
252,31100,31206,W00491,Casual
411,31200,31201,W00742,Member
386,31208,31608,W00773,Member
761,31201,31205,W01012,Member
730,31608,31208,W00773,Member
69986,31107,31107,W00990,Casual
1925,31106,31101,W00977,Member
4846,31205,31205,W01113,Casual
4753,31205,31205,W01035,Casual
637,31213,31205,W00911,Casual
383,31201,31101,W00031,Member
243,31000,31000,W00840,Member
128,31201,31203,W00435,Member
13578,31101,31203,W00615,Casual
13544,31101,31203,W00383,Casual
1653,31012,31012,W00817,Casual
3246,31212,31212,W01071,Casual
2470,31200,31200,W00860,Casual
2468,31200,31200,W00322,Casual
582,31213,31101,W00566,Member
11242,31101,31202,W00310,Casual
592,31104,31200,W00960,Casual
614,31607,31607,W00167,Casual
503,31101,31201,W00566,Member
395,31205,31200,W01081,Member
1090,31004,31011,W01018,Casual
929,31606,31108,W00781,Member
111,31002,31003,W01026,Casual
755,31004,31011,W00368,Casual
2556,31604,31205,W01050,Casual
2541,31604,31205,W00896,Casual
533,31204,31213,W00274,Member
576,31203,31205,W00775,Member
314,31607,31607,W00167,Casual
165,31205,31204,W00931,Member
4355,31607,31600,W00238,Casual
4262,31607,31600,W00167,Casual
4186,31607,31600,W00383,Casual
1781,31401,31602,W00836,Member
678,31200,31105,W00860,Member
848,31204,31600,W00931,Member
981,31101,31110,W00363,Member
398,31201,31213,W00742,Member
8665,31201,31200,W00905,Casual
573,31101,31200,W00191,Casual
601,31205,31201,W00869,Member
493,31200,31111,W01081,Member
476,31110,31201,W00363,Member
212,31602,31401,W00836,Member
1250,31300,31103,W00608,Member
1011,31600,31204,W00885,Member
1658,31602,31602,W00640,Casual
359,31200,31201,W00155,Member
2599,31205,31105,W00913,Casual
2610,31205,31105,W00911,Casual
1070,31502,31604,W00729,Member
488,31011,31004,W00735,Casual
429,31011,31004,W01024,Casual
674,31203,31101,W00559,Member
430,31111,31201,W00377,Member
523,31203,31205,W00476,Member
6050,31008,31008,W01014,Casual
6058,31008,31008,W01033,Casual
576,31006,31001,W00897,Member
1404,31206,31111,W00211,Member
3970,31213,31200,W00742,Casual
759,31602,31214,W00119,Member
365,31204,31100,W00885,Member
535,31101,31602,W00928,Member
393,31105,31401,W00911,Casual
378,31105,31401,W00836,Casual
5046,31107,31201,W00185,Casual
4841,31107,31201,W00796,Casual
4798,31107,31201,W01099,Casual
128,31200,31200,W00543,Member
6743,31204,31204,W00405,Casual
357,31213,31203,W00285,Member
335,31007,31009,W00999,Casual
6400,31204,31204,W00048,Casual
1069,31605,31605,W00224,Member
3120,31206,31600,W00938,Casual
756,31100,31212,W00838,Casual
600,31201,31111,W00566,Casual
3350,31201,31106,W00363,Casual
842,31111,31107,W00518,Member
1248,31212,31108,W01071,Member
923,31108,31607,W00383,Member
834,31104,31213,W00867,Member
308,31111,31101,W00566,Casual
224,31204,31205,W00637,Member
550,31010,31002,W00819,Casual
402,31207,31400,W00427,Member
